,comment,macrolabel,microlabel,source
8630,당신은 서울 사람인 거 같네,Clean,None,규칙 기반 생성
8631,그는 독일 출신인 사람 봤다,Clean,None,규칙 기반 생성
8632,저 사람은 전라도에서 온 분이다,Clean,None,규칙 기반 생성
8633,저 분은 베트남 출신 봤다,Clean,None,규칙 기반 생성
8634,그는 제주도 친구인 듯,Clean,None,규칙 기반 생성
8635,그는 아프간에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8636,얘는 충청도 출신을 처음 본다,Clean,None,규칙 기반 생성
8637,캄보디아에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8638,그는 인도네시아 친구이구나,Clean,None,규칙 기반 생성
8639,안녕하세요 조국이랑 싸웠다,Clean,None,규칙 기반 생성
8640,얘는 필리핀 출신이랑 싸웠다,Clean,None,규칙 기반 생성
8641,안녕하세요 아프간 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8642,그녀는 아프가니스탄 출신인 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8643,그는 부산에서 온 사람 봤다,Clean,None,규칙 기반 생성
8644,당신은 박정희이다,Clean,None,규칙 기반 생성
8645,저 분은 중국에서 온 분이랑 대화했다,Clean,None,규칙 기반 생성
8646,저 분은 이란에서 온 사람입니까?,Clean,None,규칙 기반 생성
8647,그는 자유한국당 당원 봤다,Clean,None,규칙 기반 생성
8648,저 사람은 말레이시아 친구에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8649,부산 사람인 거 같네,Clean,None,규칙 기반 생성
8650,얘는 중국에서 온 분 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8651,얘는 창원 친구을 처음 본다,Clean,None,규칙 기반 생성
8652,얘는 필리핀에서 온 분 처음 만나네,Clean,None,규칙 기반 생성
8653,부산 친구 처음 만나네,Clean,None,규칙 기반 생성
8654,얘는 울산 친구인 거 같네,Clean,None,규칙 기반 생성
8655,경기도에서 태어난 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8656,얘는 경상도 출신인가?,Clean,None,규칙 기반 생성
8657,저 사람은 캄보디아에서 온 사람인가?,Clean,None,규칙 기반 생성
8658,안녕하세요 동남아에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8659,얘는 진주 출신인 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8660,당신은 필리핀에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8661,쟤는 태국에서 온 사람인 듯,Clean,None,규칙 기반 생성
8662,충청도 친구입니까?,Clean,None,규칙 기반 생성
8663,그는 예멘 출신인 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8664,그녀는 홍준표이랑 싸웠다,Clean,None,규칙 기반 생성
8665,저 분은 말레이시아에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8666,저 분은 아프가니스탄에서 태어난 사람입니까?,Clean,None,규칙 기반 생성
8667,저 분은 창원 친구이구나,Clean,None,규칙 기반 생성
8668,저 분은 아프가니스탄 사람 본 적 있나?,Clean,None,규칙 기반 생성
8669,얘는 말레이시아 친구 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8670,저 분은 자유한국당 당원이구나,Clean,None,규칙 기반 생성
8671,저 분은 이라크 친구을 처음 본다,Clean,None,규칙 기반 생성
8672,저 사람은 이자스민인 거 같네,Clean,None,규칙 기반 생성
8673,마산에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8674,그녀는 캐나다 출신이랑 대화했다,Clean,None,규칙 기반 생성
8675,당신은 외국인 노동자이랑 싸웠다,Clean,None,규칙 기반 생성
8676,얘는 프랑스 사람이구나,Clean,None,규칙 기반 생성
8677,당신은 태국 출신인 사람 봤다,Clean,None,규칙 기반 생성
8678,그는 광주 출신을 처음 본다,Clean,None,규칙 기반 생성
8679,저 분은 일본 친구이랑 싸웠다,Clean,None,규칙 기반 생성
8680,당신은 아프간 출신인 사람인 듯,Clean,None,규칙 기반 생성
8681,저 분은 아프가니스탄에서 태어난 사람인 거 같네,Clean,None,규칙 기반 생성
8682,그는 경상도 사람 봤다,Clean,None,규칙 기반 생성
8683,저 사람은 중국 사람인 거 같네,Clean,None,규칙 기반 생성
8684,외국인 노동자인가?,Clean,None,규칙 기반 생성
8685,저 사람은 서울에서 온 분인 듯,Clean,None,규칙 기반 생성
8686,그는 제주도 친구과 밥을 먹었다,Clean,None,규칙 기반 생성
8687,저 사람은 캐나다 친구 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8688,안녕하세요 제주도에서 온 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8689,저 분은 충청도에서 온 분인 거 같네,Clean,None,규칙 기반 생성
8690,그는 프랑스 출신인 사람 처음 만나네,Clean,None,규칙 기반 생성
8691,당신은 20대과 밥을 먹었다,Clean,None,규칙 기반 생성
8692,저 분은 진주 사람을 처음 본다,Clean,None,규칙 기반 생성
8693,저 분은 경기도에서 온 분과 밥을 먹었다,Clean,None,규칙 기반 생성
8694,싱가폴에서 온 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8695,안녕하세요 캄보디아에서 태어난 사람을 처음 본다,Clean,None,규칙 기반 생성
8696,당신은 일본 출신인 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8697,필리핀에서 온 사람입니까?,Clean,None,규칙 기반 생성
8698,안녕하세요 베트남 친구이구나,Clean,None,규칙 기반 생성
8699,당신은 중국에서 온 사람이구나,Clean,None,규칙 기반 생성
8700,저 분은 캐나다 친구 봤다,Clean,None,규칙 기반 생성
8701,당신은 인도네시아에서 온 분이랑 대화했다,Clean,None,규칙 기반 생성
8702,여자인 듯,Clean,None,규칙 기반 생성
8703,그녀는 충청도 출신입니까?,Clean,None,규칙 기반 생성
8704,안녕하세요 싱가폴 사람인 듯,Clean,None,규칙 기반 생성
8705,안녕하세요 충청도에서 태어난 사람 처음 만나네,Clean,None,규칙 기반 생성
8706,저 분은 부산에서 온 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8707,그녀는 성소수자이다,Clean,None,규칙 기반 생성
8708,저 사람은 여성주의자이랑 대화했다,Clean,None,규칙 기반 생성
8709,안녕하세요 강원도 친구인 거 같네,Clean,None,규칙 기반 생성
8710,안녕하세요 싱가폴 사람 처음 만나네,Clean,None,규칙 기반 생성
8711,안녕하세요 충청도 출신인 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8712,안녕하세요 광주 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8713,저 분은 캄보디아에서 온 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8714,당신은 프랑스 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8715,안녕하세요 강원도 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8716,저 사람은 페미니스트이구나,Clean,None,규칙 기반 생성
8717,쟤는 중국 출신인 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8718,쟤는 조선족인가?,Clean,None,규칙 기반 생성
8719,쟤는 베트남 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8720,강원도에서 온 분과 밥을 먹었다,Clean,None,규칙 기반 생성
8721,저 사람은 여자에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8722,안녕하세요 캄보디아 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8723,미국 친구 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8724,그녀는 경상도에서 태어난 사람인가?,Clean,None,규칙 기반 생성
8725,그는 탈북자입니까?,Clean,None,규칙 기반 생성
8726,당신은 경기도에서 온 분입니까?,Clean,None,규칙 기반 생성
8727,얘는 여자이랑 대화했다,Clean,None,규칙 기반 생성
8728,저 사람은 동남아에서 태어난 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8729,그녀는 이명박 봤다,Clean,None,규칙 기반 생성
8730,안녕하세요 베트남 사람이구나,Clean,None,규칙 기반 생성
8731,저 분은 인도네시아에서 온 분인가?,Clean,None,규칙 기반 생성
8732,안녕하세요 프랑스에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8733,그녀는 충청도 사람을 처음 본다,Clean,None,규칙 기반 생성
8734,저 사람은 무슬림이다,Clean,None,규칙 기반 생성
8735,그녀는 미국에서 온 분 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8736,그는 부산에서 온 사람인 듯,Clean,None,규칙 기반 생성
8737,안녕하세요 노회찬 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8738,광주에서 온 사람 처음 만나네,Clean,None,규칙 기반 생성
8739,이란에서 온 분이랑 싸웠다,Clean,None,규칙 기반 생성
8740,아프간에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8741,얘는 창원 친구입니까?,Clean,None,규칙 기반 생성
8742,쟤는 프랑스 출신이다,Clean,None,규칙 기반 생성
8743,당신은 이라크 출신인 듯,Clean,None,규칙 기반 생성
8744,당신은 울산에서 태어난 사람이구나,Clean,None,규칙 기반 생성
8745,저 분은 전라도 출신 본 적 있나?,Clean,None,규칙 기반 생성
8746,그녀는 광주 친구을 처음 본다,Clean,None,규칙 기반 생성
8747,쟤는 말레이시아 출신을 처음 본다,Clean,None,규칙 기반 생성
8748,저 사람은 필리핀 출신이랑 싸웠다,Clean,None,규칙 기반 생성
8749,쟤는 경기도 출신인 듯,Clean,None,규칙 기반 생성
8750,저 분은 노회찬이다,Clean,None,규칙 기반 생성
8751,안녕하세요 서울 친구을 처음 본다,Clean,None,규칙 기반 생성
8752,그는 고등학생 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8753,쟤는 미국 출신인 사람 봤다,Clean,None,규칙 기반 생성
8754,안녕하세요 예멘 출신 봤다,Clean,None,규칙 기반 생성
8755,싱가폴에서 온 사람을 처음 본다,Clean,None,규칙 기반 생성
8756,캄보디아 출신인가?,Clean,None,규칙 기반 생성
8757,저 사람은 베트남에서 온 사람을 처음 본다,Clean,None,규칙 기반 생성
8758,쟤는 중국 사람 봤다,Clean,None,규칙 기반 생성
8759,그녀는 강원도 출신인 사람이다,Clean,None,규칙 기반 생성
8760,안녕하세요 강원도에서 온 분이랑 싸웠다,Clean,None,규칙 기반 생성
8761,자유한국당 당원 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8762,그는 원희룡에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8763,저 사람은 이자스민 본 적 있나?,Clean,None,규칙 기반 생성
8764,인도네시아 사람을 처음 본다,Clean,None,규칙 기반 생성
8765,저 분은 전두환입니까?,Clean,None,규칙 기반 생성
8766,베트남 출신 처음 만나네,Clean,None,규칙 기반 생성
8767,쟤는 경상도에서 온 사람이구나,Clean,None,규칙 기반 생성
8768,얘는 싱가폴 출신입니까?,Clean,None,규칙 기반 생성
8769,리비아 친구 본 적 있나?,Clean,None,규칙 기반 생성
8770,저 사람은 광주 출신인 사람이구나,Clean,None,규칙 기반 생성
8771,그는 예멘에서 온 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8772,당신은 아프가니스탄 출신인 사람이구나,Clean,None,규칙 기반 생성
8773,쟤는 베트남 출신인 사람이구나,Clean,None,규칙 기반 생성
8774,당신은 초등학생 처음 만나네,Clean,None,규칙 기반 생성
8775,당신은 중국 친구에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8776,그녀는 필리핀 사람입니까?,Clean,None,규칙 기반 생성
8777,당신은 아프가니스탄에서 온 분을 처음 본다,Clean,None,규칙 기반 생성
8778,얘는 캐나다에서 온 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8779,쟤는 리비아에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8780,당신은 경상도에서 온 사람 본 적 있나?,Clean,None,규칙 기반 생성
8781,저 분은 중국에서 태어난 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8782,안녕하세요 예멘 친구 처음 만나네,Clean,None,규칙 기반 생성
8783,그는 독일에서 태어난 사람인가?,Clean,None,규칙 기반 생성
8784,쟤는 조선족과 밥을 먹었다,Clean,None,규칙 기반 생성
8785,쟤는 베트남 사람 처음 만나네,Clean,None,규칙 기반 생성
8786,당신은 울산에서 온 분 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8787,당신은 캐나다 출신에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8788,저 분은 말레이시아에서 온 사람을 처음 본다,Clean,None,규칙 기반 생성
8789,얘는 화교 봤다,Clean,None,규칙 기반 생성
8790,쟤는 종교인 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8791,안녕하세요 중국에서 온 사람이랑 대화했다,Clean,None,규칙 기반 생성
8792,그는 캄보디아에서 태어난 사람을 처음 본다,Clean,None,규칙 기반 생성
8793,프랑스에서 온 분인 거 같네,Clean,None,규칙 기반 생성
8794,쟤는 동남아 친구입니까?,Clean,None,규칙 기반 생성
8795,저 분은 창원에서 온 사람입니까?,Clean,None,규칙 기반 생성
8796,안녕하세요 프랑스에서 온 분이랑 싸웠다,Clean,None,규칙 기반 생성
8797,안녕하세요 이낙연 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8798,당신은 캄보디아 출신인 사람이구나,Clean,None,규칙 기반 생성
8799,일본에서 태어난 사람 처음 만나네,Clean,None,규칙 기반 생성
8800,쟤는 아프간 출신인 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8801,얘는 베트남에서 온 사람 본 적 있나?,Clean,None,규칙 기반 생성
8802,당신은 대구에서 온 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8803,그는 중국 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8804,저 분은 캄보디아 사람인 거 같네,Clean,None,규칙 기반 생성
8805,저 사람은 안철수을 처음 본다,Clean,None,규칙 기반 생성
8806,저 사람은 인도네시아에서 온 분이다,Clean,None,규칙 기반 생성
8807,저 분은 트랜스젠더인가?,Clean,None,규칙 기반 생성
8808,저 사람은 인도네시아에서 온 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8809,동남아 사람인가?,Clean,None,규칙 기반 생성
8810,당신은 전라도 출신인가?,Clean,None,규칙 기반 생성
8811,충청도에서 태어난 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8812,저 사람은 마산에서 온 사람인가?,Clean,None,규칙 기반 생성
8813,그는 아프간에서 온 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8814,캐나다에서 태어난 사람이구나,Clean,None,규칙 기반 생성
8815,저 사람은 필리핀 출신 본 적 있나?,Clean,None,규칙 기반 생성
8816,그녀는 제주도에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8817,쟤는 트랜스젠더인가?,Clean,None,규칙 기반 생성
8818,쟤는 이란에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8819,얘는 캐나다 친구이랑 대화했다,Clean,None,규칙 기반 생성
8820,그녀는 이란 출신입니까?,Clean,None,규칙 기반 생성
8821,당신은 트랜스젠더인 거 같네,Clean,None,규칙 기반 생성
8822,저 사람은 김영삼 본 적 있나?,Clean,None,규칙 기반 생성
8823,그녀는 제주도 출신을 처음 본다,Clean,None,규칙 기반 생성
8824,그녀는 경상도 친구을 처음 본다,Clean,None,규칙 기반 생성
8825,얘는 여성주의자과 밥을 먹었다,Clean,None,규칙 기반 생성
8826,저 사람은 윤석열 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8827,얘는 서울에서 온 사람이다,Clean,None,규칙 기반 생성
8828,저 사람은 중국에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8829,쟤는 광주 출신이랑 싸웠다,Clean,None,규칙 기반 생성
8830,저 분은 싱가폴 사람과 밥을 먹었다,Clean,None,규칙 기반 생성
8831,얘는 경상도 출신 본 적 있나?,Clean,None,규칙 기반 생성
8832,저 사람은 미국 출신과 밥을 먹었다,Clean,None,규칙 기반 생성
8833,얘는 아프간에서 온 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8834,쟤는 이라크에서 태어난 사람인가?,Clean,None,규칙 기반 생성
8835,얘는 리비아에서 온 사람인 거 같네,Clean,None,규칙 기반 생성
8836,그녀는 서울 친구인 듯,Clean,None,규칙 기반 생성
8837,안녕하세요 캐나다 친구이구나,Clean,None,규칙 기반 생성
8838,울산에서 온 사람이다,Clean,None,규칙 기반 생성
8839,광주에서 온 분 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8840,쟤는 광주 출신 본 적 있나?,Clean,None,규칙 기반 생성
8841,저 분은 캐나다에서 온 분과 밥을 먹었다,Clean,None,규칙 기반 생성
8842,그녀는 제주도 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8843,얘는 일본에서 태어난 사람을 처음 본다,Clean,None,규칙 기반 생성
8844,안녕하세요 미국에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8845,그는 아프가니스탄 친구인가?,Clean,None,규칙 기반 생성
8846,그는 서울 출신인 사람이구나,Clean,None,규칙 기반 생성
8847,쟤는 프랑스에서 온 분 본 적 있나?,Clean,None,규칙 기반 생성
8848,그는 경기도에서 온 분 봤다,Clean,None,규칙 기반 생성
8849,당신은 캐나다 출신 봤다,Clean,None,규칙 기반 생성
8850,안녕하세요 제주도에서 온 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8851,그녀는 제주도 출신인 사람을 처음 본다,Clean,None,규칙 기반 생성
8852,제주도에서 태어난 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8853,당신은 필리핀에서 온 분 본 적 있나?,Clean,None,규칙 기반 생성
8854,저 분은 창원 출신인 사람이다,Clean,None,규칙 기반 생성
8855,당신은 대구 사람 봤다,Clean,None,규칙 기반 생성
8856,그는 필리핀 사람 본 적 있나?,Clean,None,규칙 기반 생성
8857,그녀는 마산 출신인 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8858,그녀는 이자스민이랑 대화했다,Clean,None,규칙 기반 생성
8859,저 사람은 프랑스에서 태어난 사람 본 적 있나?,Clean,None,규칙 기반 생성
8860,쟤는 아프가니스탄 출신인 사람 처음 만나네,Clean,None,규칙 기반 생성
8861,저 사람은 서울에서 온 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8862,그는 이자스민입니까?,Clean,None,규칙 기반 생성
8863,저 사람은 대구 출신이다,Clean,None,규칙 기반 생성
8864,그는 중국 출신 봤다,Clean,None,규칙 기반 생성
8865,얘는 프랑스에서 온 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8866,쟤는 중국에서 태어난 사람인 거 같네,Clean,None,규칙 기반 생성
8867,당신은 강원도 친구 본 적 있나?,Clean,None,규칙 기반 생성
8868,저 사람은 예멘 친구과 밥을 먹었다,Clean,None,규칙 기반 생성
8869,저 사람은 리비아 친구에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8870,그는 독일 사람이랑 대화했다,Clean,None,규칙 기반 생성
8871,안녕하세요 싱가폴에서 온 사람이구나,Clean,None,규칙 기반 생성
8872,얘는 경상도에서 온 사람이다,Clean,None,규칙 기반 생성
8873,저 분은 예멘 사람 본 적 있나?,Clean,None,규칙 기반 생성
8874,그녀는 캄보디아 출신 봤다,Clean,None,규칙 기반 생성
8875,당신은 중국 사람 처음 만나네,Clean,None,규칙 기반 생성
8876,안녕하세요 예멘에서 온 분인가?,Clean,None,규칙 기반 생성
8877,저 사람은 마산에서 온 분인 듯,Clean,None,규칙 기반 생성
8878,쟤는 여성학자인가?,Clean,None,규칙 기반 생성
8879,저 분은 마산 출신인 거 같네,Clean,None,규칙 기반 생성
8880,그는 광주에서 온 사람이구나,Clean,None,규칙 기반 생성
8881,저 분은 태국에서 태어난 사람 처음 만나네,Clean,None,규칙 기반 생성
8882,당신은 광주 출신인 사람인 거 같네,Clean,None,규칙 기반 생성
8883,얘는 미국에서 태어난 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8884,쟤는 예멘 친구 처음 만나네,Clean,None,규칙 기반 생성
8885,그는 아프가니스탄 출신인 사람이랑 대화했다,Clean,None,규칙 기반 생성
8886,창원에서 태어난 사람인 거 같네,Clean,None,규칙 기반 생성
8887,얘는 경기도 사람이구나,Clean,None,규칙 기반 생성
8888,그녀는 독일 친구인 듯,Clean,None,규칙 기반 생성
8889,그는 남자을 처음 본다,Clean,None,규칙 기반 생성
8890,이란 사람이구나,Clean,None,규칙 기반 생성
8891,그는 프랑스에서 온 분인 듯,Clean,None,규칙 기반 생성
8892,경기도 출신 처음 만나네,Clean,None,규칙 기반 생성
8893,저 사람은 남페미이구나,Clean,None,규칙 기반 생성
8894,안녕하세요 인도네시아에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8895,강원도에서 태어난 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8896,저 분은 캐나다 친구 본 적 있나?,Clean,None,규칙 기반 생성
8897,저 사람은 부산에서 태어난 사람 처음 만나네,Clean,None,규칙 기반 생성
8898,얘는 전라도 출신인 사람이다,Clean,None,규칙 기반 생성
8899,그는 김대중 봤다,Clean,None,규칙 기반 생성
8900,저 분은 아프가니스탄에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8901,저 분은 서울에서 온 분이랑 대화했다,Clean,None,규칙 기반 생성
8902,그녀는 캄보디아에서 태어난 사람인 거 같네,Clean,None,규칙 기반 생성
8903,저 사람은 부산 출신인 듯,Clean,None,규칙 기반 생성
8904,저 사람은 이란 출신인 듯,Clean,None,규칙 기반 생성
8905,당신은 추미애 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8906,윤석열 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8907,저 분은 아프가니스탄 친구 처음 만나네,Clean,None,규칙 기반 생성
8908,당신은 태국 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8909,저 사람은 강원도에서 태어난 사람 본 적 있나?,Clean,None,규칙 기반 생성
8910,저 사람은 이승만이구나,Clean,None,규칙 기반 생성
8911,그녀는 예멘에서 온 분 봤다,Clean,None,규칙 기반 생성
8912,얘는 프랑스 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8913,얘는 젊은 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8914,저 사람은 트랜스젠더에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8915,안녕하세요 일본에서 온 사람이구나,Clean,None,규칙 기반 생성
8916,그녀는 노무현 처음 만나네,Clean,None,규칙 기반 생성
8917,얘는 프랑스 출신 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8918,얘는 충청도에서 태어난 사람 봤다,Clean,None,규칙 기반 생성
8919,당신은 창원 출신인 사람 처음 만나네,Clean,None,규칙 기반 생성
8920,당신은 프랑스에서 온 사람 처음 만나네,Clean,None,규칙 기반 생성
8921,저 분은 부산에서 온 분이랑 대화했다,Clean,None,규칙 기반 생성
8922,쟤는 창원에서 태어난 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8923,쟤는 캄보디아 친구인 거 같네,Clean,None,규칙 기반 생성
8924,당신은 부산 친구이구나,Clean,None,규칙 기반 생성
8925,쟤는 프랑스 사람인 듯,Clean,None,규칙 기반 생성
8926,그는 서울 친구에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8927,그녀는 말레이시아 친구이랑 대화했다,Clean,None,규칙 기반 생성
8928,안녕하세요 필리핀 출신이랑 대화했다,Clean,None,규칙 기반 생성
8929,저 분은 인도네시아 출신인 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8930,당신은 울산에서 온 사람이다,Clean,None,규칙 기반 생성
8931,말레이시아에서 태어난 사람 처음 만나네,Clean,None,규칙 기반 생성
8932,심상정 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8933,저 분은 창원 친구을 처음 본다,Clean,None,규칙 기반 생성
8934,얘는 서울 출신 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8935,안녕하세요 태국 출신인가?,Clean,None,규칙 기반 생성
8936,그는 태국에서 온 사람이구나,Clean,None,규칙 기반 생성
8937,쟤는 태국 출신이랑 대화했다,Clean,None,규칙 기반 생성
8938,안녕하세요 말레이시아에서 태어난 사람이랑 싸웠다,Clean,None,규칙 기반 생성
8939,저 분은 황교안인 듯,Clean,None,규칙 기반 생성
8940,저 분은 초등학생이랑 싸웠다,Clean,None,규칙 기반 생성
8941,안녕하세요 미국에서 태어난 사람이랑 대화했다,Clean,None,규칙 기반 생성
8942,서울에서 온 사람입니까?,Clean,None,규칙 기반 생성
8943,그녀는 아프간 친구이랑 싸웠다,Clean,None,규칙 기반 생성
8944,쟤는 경기도 출신인 사람이랑 대화했다,Clean,None,규칙 기반 생성
8945,그는 울산에서 태어난 사람이다,Clean,None,규칙 기반 생성
8946,저 사람은 말레이시아 사람 봤다,Clean,None,규칙 기반 생성
8947,그녀는 심상정이다,Clean,None,규칙 기반 생성
8948,그는 서울 친구 봤다,Clean,None,규칙 기반 생성
8949,쟤는 예멘에서 온 분입니까?,Clean,None,규칙 기반 생성
8950,얘는 제주도 사람 봤다,Clean,None,규칙 기반 생성
8951,안녕하세요 서울 출신인가?,Clean,None,규칙 기반 생성
8952,당신은 울산에서 온 사람 본 적 있나?,Clean,None,규칙 기반 생성
8953,그는 이란 사람에 대해서 어떻게 생각함?,Clean,None,규칙 기반 생성
8954,그는 예멘 친구 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8955,윤석열과 밥을 먹었다,Clean,None,규칙 기반 생성
8956,저 사람은 진주에서 태어난 사람입니까?,Clean,None,규칙 기반 생성
8957,저 사람은 제주도에서 온 사람이구나,Clean,None,규칙 기반 생성
8958,그는 리비아에서 온 분이다,Clean,None,규칙 기반 생성
8959,경기도 사람이다,Clean,None,규칙 기반 생성
8960,쟤는 이라크 사람 싫어하지 않았으면 좋겠다고 생각함,Clean,None,규칙 기반 생성
8961,저 사람은 광주 친구인 거 같네,Clean,None,규칙 기반 생성
8962,그녀는 조선족인가?,Clean,None,규칙 기반 생성
8963,저 분은 제주도 친구 봤다,Clean,None,규칙 기반 생성
8964,당신은 말레이시아에서 온 분인 거 같네,Clean,None,규칙 기반 생성
8965,그는 일본에서 태어난 사람 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8966,경상도 친구이랑 대화했다,Clean,None,규칙 기반 생성
8967,저 분은 서울 친구과 밥을 먹었다,Clean,None,규칙 기반 생성
8968,그는 일본에서 온 분 미워하지 말고 사이 좋게 지내라,Clean,None,규칙 기반 생성
8969,중국 출신인 사람인 거 같네,Clean,None,규칙 기반 생성
8970,그는 서울 출신인 듯,Clean,None,규칙 기반 생성
8971,얘는 경상도 출신인 사람이구나,Clean,None,규칙 기반 생성
8972,안녕하세요 태국에서 태어난 사람인 거 같네,Clean,None,규칙 기반 생성
8973,안녕하세요 마산에서 온 분인 듯,Clean,None,규칙 기반 생성
8974,당신은 레즈비언인 듯,Clean,None,규칙 기반 생성
8975,얘는 싱가폴 사람 본 적 있나?,Clean,None,규칙 기반 생성
8976,그녀는 이자스민입니까?,Clean,None,규칙 기반 생성
